Energy (eV),Wavelength (nm),e1,e2,n,k
1.542594,803.84082,2.252635,0.000005,1.500878,0.000002
1.539575,805.416931,2.252561,0.000005,1.500853,0.000002
1.536569,806.99292,2.252487,0.000005,1.500829,0.000002
1.533574,808.568726,2.252414,0.000005,1.500804,0.000002
1.530591,810.144531,2.252341,0.000005,1.50078,0.000002
1.52762,811.720154,2.252268,0.000005,1.500756,0.000002
1.524661,813.295654,2.252195,0.000005,1.500732,0.000002
1.521713,814.871033,2.252123,0.000005,1.500707,0.000002
1.518777,816.44635,2.252051,0.000005,1.500683,0.000002
1.515853,818.021484,2.251979,0.000005,1.50066,0.000002
1.51294,819.596497,2.251908,0.000005,1.500636,0.000002
1.510038,821.171509,2.251837,0.000005,1.500612,0.000002
1.507148,822.746216,2.251765,0.000005,1.500588,0.000002
1.504269,824.320923,2.251695,0.000006,1.500565,0.000002
1.501401,825.895508,2.251625,0.000006,1.500541,0.000002
1.498544,827.46991,2.251554,0.000006,1.500518,0.000002
1.495698,829.04425,2.251485,0.000006,1.500495,0.000002
1.492864,830.618347,2.251415,0.000006,1.500472,0.000002
1.49004,832.192505,2.251346,0.000006,1.500448,0.000002
1.487227,833.766418,2.251276,0.000006,1.500425,0.000002
1.484425,835.340149,2.251208,0.000006,1.500403,0.000002
1.481634,836.913879,2.251139,0.000006,1.50038,0.000002
1.478853,838.487427,2.251071,0.000006,1.500357,0.000002
1.476084,840.060852,2.251003,0.000006,1.500334,0.000002
1.473324,841.634155,2.250935,0.000006,1.500312,0.000002
1.470575,843.207336,2.250867,0.000006,1.500289,0.000002
1.467837,844.780396,2.2508,0.000006,1.500267,0.000002
1.465109,846.353333,2.250733,0.000006,1.500244,0.000002
1.462391,847.926147,2.250666,0.000006,1.500222,0.000002
1.459684,849.49884,2.250599,0.000006,1.5002,0.000002
1.456987,851.071411,2.250533,0.000006,1.500178,0.000002
1.4543,852.643738,2.250467,0.000006,1.500156,0.000002
1.451623,854.216003,2.250401,0.000006,1.500134,0.000002
1.448957,855.788208,2.250335,0.000006,1.500112,0.000002
1.4463,857.360229,2.250269,0.000007,1.50009,0.000002
1.443653,858.932129,2.250204,0.000007,1.500068,0.000002
1.441016,860.503906,2.250139,0.000007,1.500046,0.000002
1.438389,862.0755,2.250074,0.000007,1.500025,0.000002
1.435772,863.646973,2.250009,0.000007,1.500003,0.000002
1.433164,865.218384,2.249945,0.000007,1.499982,0.000002
1.430566,866.789673,2.249881,0.000007,1.49996,0.000002
1.427978,868.360718,2.249817,0.000007,1.499939,0.000002
1.425399,869.931763,2.249753,0.000007,1.499918,0.000002
1.42283,871.502563,2.249689,0.000007,1.499896,0.000002
1.42027,873.073242,2.249626,0.000007,1.499875,0.000002
1.41772,874.64386,2.249563,0.000007,1.499854,0.000002
1.415179,876.214233,2.2495,0.000007,1.499833,0.000002
1.412647,877.784546,2.249437,0.000007,1.499812,0.000002
1.410125,879.354675,2.249374,0.000007,1.499791,0.000002
1.407612,880.924683,2.249312,0.000007,1.499771,0.000002
1.405108,882.494629,2.249249,0.000007,1.49975,0.000002
1.402613,884.064331,2.249187,0.000007,1.499729,0.000002
1.400127,885.633972,2.249125,0.000007,1.499708,0.000002
1.39765,887.20343,2.249064,0.000007,1.499688,0.000002
1.395182,888.772766,2.249002,0.000007,1.499667,0.000002
1.392723,890.34198,2.248941,0.000007,1.499647,0.000002
1.390273,891.911011,2.24888,0.000007,1.499627,0.000002
1.387832,893.47998,2.248819,0.000008,1.499606,0.000003
1.385399,895.048706,2.248758,0.000008,1.499586,0.000003
1.382976,896.617371,2.248698,0.000008,1.499566,0.000003
1.380561,898.185913,2.248637,0.000008,1.499546,0.000003
1.378154,899.754272,2.248577,0.000008,1.499526,0.000003
1.375756,901.322449,2.248517,0.000008,1.499506,0.000003
1.373367,902.890503,2.248457,0.000008,1.499486,0.000003
1.370986,904.458496,2.248397,0.000008,1.499466,0.000003
1.368614,906.026245,2.248338,0.000008,1.499446,0.000003
1.36625,907.593933,2.248278,0.000008,1.499426,0.000003
1.363894,909.161438,2.248219,0.000008,1.499406,0.000003
1.361547,910.728821,2.24816,0.000008,1.499387,0.000003
1.359208,912.296021,2.248101,0.000008,1.499367,0.000003
1.356877,913.863098,2.248043,0.000008,1.499347,0.000003
1.354555,915.429993,2.247984,0.000008,1.499328,0.000003
1.35224,916.996765,2.247926,0.000008,1.499308,0.000003
1.349934,918.563354,2.247867,0.000008,1.499289,0.000003
1.347636,920.129883,2.247809,0.000008,1.49927,0.000003
1.345345,921.696289,2.247751,0.000008,1.49925,0.000003
1.343063,923.26239,2.247694,0.000008,1.499231,0.000003
1.340789,924.828491,2.247636,0.000008,1.499212,0.000003
1.338523,926.394409,2.247578,0.000008,1.499193,0.000003
1.336264,927.960144,2.247521,0.000008,1.499173,0.000003
1.334014,929.525757,2.247464,0.000008,1.499154,0.000003
1.331771,931.091187,2.247407,0.000008,1.499135,0.000003
1.329535,932.656555,2.24735,0.000008,1.499116,0.000003
1.327308,934.22168,2.247293,0.000009,1.499097,0.000003
1.325088,935.786621,2.247236,0.000009,1.499079,0.000003
1.322876,937.35144,2.24718,0.000009,1.49906,0.000003
1.320672,938.916199,2.247124,0.000009,1.499041,0.000003
1.318475,940.480774,2.247068,0.000009,1.499022,0.000003
1.316285,942.045105,2.247011,0.000009,1.499004,0.000003
1.314103,943.609375,2.246956,0.000009,1.498985,0.000003
1.311928,945.173523,2.2469,0.000009,1.498966,0.000003
1.309761,946.737427,2.246844,0.000009,1.498948,0.000003
1.307601,948.301147,2.246789,0.000009,1.498929,0.000003
1.305449,949.864868,2.246733,0.000009,1.498911,0.000003
1.303304,951.428345,2.246678,0.000009,1.498892,0.000003
1.301166,952.991577,2.246623,0.000009,1.498874,0.000003
1.299035,954.55481,2.246568,0.000009,1.498856,0.000003
1.296911,956.117798,2.246513,0.000009,1.498837,0.000003
1.294795,957.680664,2.246459,0.000009,1.498819,0.000003
1.292686,959.243347,2.246404,0.000009,1.498801,0.000003
1.290583,960.805969,2.246349,0.000009,1.498783,0.000003
1.288488,962.368286,2.246295,0.000009,1.498765,0.000003
1.2864,963.930542,2.246241,0.000009,1.498746,0.000003
1.284319,965.492554,2.246187,0.000009,1.498728,0.000003
1.282244,967.054504,2.246133,0.000009,1.49871,0.000003
1.280177,968.616211,2.246079,0.000009,1.498692,0.000003
1.278116,970.177856,2.246025,0.000009,1.498674,0.000003
1.276062,971.739258,2.245971,0.000009,1.498657,0.000003
1.274016,973.300476,2.245918,0.000009,1.498639,0.000003
1.271975,974.861633,2.245864,0.000009,1.498621,0.000003
1.269942,976.422546,2.245811,0.000009,1.498603,0.000003
1.267915,977.983398,2.245758,0.000009,1.498585,0.000003
1.265895,979.544067,2.245705,0.000009,1.498568,0.000003
1.263882,981.104492,2.245652,0.000009,1.49855,0.000003
1.261875,982.664734,2.245599,0.000009,1.498532,0.000003
1.259875,984.224915,2.245546,0.000009,1.498515,0.000003
1.257881,985.784851,2.245494,0.00001,1.498497,0.000003
1.255894,987.344727,2.245441,0.00001,1.49848,0.000003
1.253913,988.904297,2.245389,0.00001,1.498462,0.000003
1.251939,990.463745,2.245337,0.00001,1.498445,0.000003
1.249971,992.023132,2.245284,0.00001,1.498427,0.000003
1.248009,993.582336,2.245232,0.00001,1.49841,0.000003
1.246054,995.141296,2.24518,0.00001,1.498393,0.000003
1.244105,996.700073,2.245128,0.00001,1.498375,0.000003
1.242163,998.258667,2.245076,0.00001,1.498358,0.000003
1.240227,999.8172,2.245025,0.00001,1.498341,0.000003
1.223788,1013.247437,2.244583,0.00001,1.498193,0.000003
1.219735,1016.613953,2.244473,0.00001,1.498157,0.000003
1.215708,1019.981628,2.244364,0.00001,1.49812,0.000003
1.211706,1023.350586,2.244255,0.00001,1.498084,0.000003
1.207729,1026.720581,2.244147,0.00001,1.498048,0.000003
1.203776,1030.091797,2.244038,0.00001,1.498011,0.000003
1.199848,1033.464111,2.24393,0.00001,1.497975,0.000003
1.195944,1036.837646,2.243823,0.00001,1.497939,0.000003
1.192064,1040.21228,2.243715,0.00001,1.497904,0.000003
1.188208,1043.588135,2.243608,0.00001,1.497868,0.000003
1.184376,1046.964966,2.243502,0.00001,1.497832,0.000003
1.180567,1050.342896,2.243395,0.00001,1.497797,0.000003
1.176781,1053.721924,2.243289,0.00001,1.497761,0.000003
1.173018,1057.102051,2.243183,0.00001,1.497726,0.000003
1.169278,1060.483154,2.243078,0.00001,1.497691,0.000004
1.165561,1063.865479,2.242972,0.000011,1.497656,0.000004
1.161866,1067.248779,2.242867,0.000011,1.497621,0.000004
1.158193,1070.633057,2.242763,0.000011,1.497586,0.000004
1.154542,1074.018555,2.242658,0.000011,1.497551,0.000004
1.150914,1077.405029,2.242554,0.000011,1.497516,0.000004
1.147306,1080.792358,2.24245,0.000011,1.497481,0.000004
1.143721,1084.180908,2.242346,0.000011,1.497447,0.000004
1.140156,1087.570313,2.242243,0.000011,1.497412,0.000004
1.136613,1090.960693,2.242139,0.000011,1.497377,0.000004
1.13309,1094.352173,2.242036,0.000011,1.497343,0.000004
1.129589,1097.744507,2.241933,0.000011,1.497309,0.000004
1.126108,1101.137939,2.241831,0.000011,1.497274,0.000004
1.122647,1104.532104,2.241728,0.000011,1.49724,0.000004
1.119207,1107.927368,2.241626,0.000011,1.497206,0.000004
1.115787,1111.323486,2.241524,0.000011,1.497172,0.000004
1.112386,1114.720581,2.241422,0.000011,1.497138,0.000004
1.109006,1118.118652,2.24132,0.000011,1.497104,0.000004
1.105645,1121.517578,2.241219,0.000011,1.49707,0.000004
1.102303,1124.917358,2.241118,0.000011,1.497036,0.000004
1.098981,1128.318115,2.241017,0.000011,1.497002,0.000004
1.095678,1131.719604,2.240916,0.000011,1.496969,0.000004
1.092394,1135.12207,2.240815,0.000011,1.496935,0.000004
1.089128,1138.525391,2.240714,0.000011,1.496902,0.000004
1.085881,1141.929443,2.240614,0.000011,1.496868,0.000004
1.082653,1145.334473,2.240514,0.000011,1.496835,0.000004
1.079443,1148.740356,2.240413,0.000011,1.496801,0.000004
1.076252,1152.146973,2.240314,0.000011,1.496768,0.000004
1.073078,1155.554443,2.240214,0.000011,1.496734,0.000004
1.069922,1158.962646,2.240114,0.000011,1.496701,0.000004
1.066784,1162.371826,2.240014,0.000011,1.496668,0.000004
1.063664,1165.781616,2.239915,0.000011,1.496634,0.000004
1.060561,1169.192139,2.239815,0.000011,1.496601,0.000004
1.057476,1172.603638,2.239716,0.000011,1.496568,0.000004
1.054408,1176.015747,2.239617,0.000011,1.496535,0.000004
1.051357,1179.428589,2.239518,0.000011,1.496502,0.000004
1.048322,1182.842163,2.239419,0.000011,1.496469,0.000004
1.045305,1186.256592,2.239321,0.000011,1.496436,0.000004
1.042304,1189.671631,2.239222,0.000011,1.496403,0.000004
1.03932,1193.087402,2.239124,0.000011,1.49637,0.000004
1.036353,1196.503906,2.239025,0.000011,1.496337,0.000004
1.033401,1199.921143,2.238927,0.000011,1.496304,0.000004
1.030466,1203.338989,2.238829,0.000011,1.496272,0.000004
1.027547,1206.757568,2.23873,0.000011,1.496239,0.000004
1.024644,1210.176636,2.238632,0.000011,1.496206,0.000004
1.021756,1213.596558,2.238534,0.000011,1.496173,0.000004
1.018885,1217.016968,2.238436,0.000011,1.496141,0.000004
1.016029,1220.438232,2.238339,0.000011,1.496108,0.000004
1.013188,1223.859985,2.238241,0.000011,1.496075,0.000004
1.010363,1227.282349,2.238143,0.000011,1.496042,0.000004
1.007552,1230.705322,2.238046,0.000011,1.49601,0.000004
1.004757,1234.128906,2.237948,0.000011,1.495977,0.000004
1.001977,1237.552979,2.237851,0.000011,1.495945,0.000004
0.999212,1240.977783,2.237753,0.000011,1.495912,0.000004
0.996462,1244.403076,2.237656,0.000011,1.49588,0.000004
0.993726,1247.828979,2.237559,0.000011,1.495847,0.000004
0.991005,1251.255493,2.237461,0.000011,1.495815,0.000004
0.988298,1254.682373,2.237364,0.000011,1.495782,0.000004
0.985605,1258.109985,2.237267,0.000011,1.49575,0.000004
0.982927,1261.537964,2.23717,0.000011,1.495717,0.000004
0.980263,1264.966553,2.237073,0.000011,1.495685,0.000004
0.977613,1268.39563,2.236976,0.000011,1.495652,0.000004
0.974977,1271.825195,2.236879,0.000011,1.49562,0.000004
0.972354,1275.255249,2.236782,0.000011,1.495587,0.000004
0.969746,1278.685791,2.236685,0.000011,1.495555,0.000004
0.967151,1282.116821,2.236588,0.000011,1.495523,0.000004
0.964569,1285.548218,2.236491,0.000011,1.49549,0.000004
0.962001,1288.980225,2.236394,0.000011,1.495458,0.000004
0.959446,1292.412476,2.236297,0.000011,1.495425,0.000004
0.956904,1295.845337,2.236201,0.000011,1.495393,0.000004
0.954376,1299.278564,2.236104,0.000011,1.495361,0.000004
0.95186,1302.712158,2.236007,0.000011,1.495328,0.000004
0.949358,1306.14624,2.23591,0.000011,1.495296,0.000004
0.946868,1309.580566,2.235813,0.000011,1.495264,0.000004
0.944391,1313.015381,2.235717,0.000011,1.495231,0.000004
0.941927,1316.450562,2.23562,0.000011,1.495199,0.000004
0.939475,1319.886108,2.235523,0.000011,1.495167,0.000004
0.937036,1323.322021,2.235426,0.000011,1.495134,0.000004
0.934609,1326.758301,2.23533,0.000011,1.495102,0.000004
0.932194,1330.194824,2.235233,0.000011,1.49507,0.000004
0.929792,1333.631836,2.235136,0.00001,1.495037,0.000004
0.927402,1337.069092,2.235039,0.00001,1.495005,0.000003
0.925023,1340.506592,2.234943,0.00001,1.494972,0.000003
0.922657,1343.944458,2.234846,0.00001,1.49494,0.000003
0.920303,1347.382568,2.234749,0.00001,1.494908,0.000003
0.91796,1350.821045,2.234653,0.00001,1.494875,0.000003
0.915629,1354.259766,2.234556,0.00001,1.494843,0.000003
0.91331,1357.69873,2.234459,0.00001,1.494811,0.000003
0.911002,1361.137939,2.234362,0.00001,1.494778,0.000003
0.908706,1364.577393,2.234265,0.00001,1.494746,0.000003
0.906421,1368.017212,2.234168,0.00001,1.494713,0.000003
0.904148,1371.457153,2.234071,0.00001,1.494681,0.000003
0.901886,1374.897217,2.233974,0.00001,1.494649,0.000003
0.899634,1378.337646,2.233877,0.00001,1.494616,0.000003
0.897394,1381.778198,2.233781,0.00001,1.494584,0.000003
0.895165,1385.218994,2.233684,0.00001,1.494551,0.000003
0.892947,1388.659912,2.233587,0.00001,1.494519,0.000003
0.89074,1392.101074,2.23349,0.00001,1.494486,0.000003
0.888543,1395.542236,2.233392,0.00001,1.494454,0.000003
0.886358,1398.983765,2.233295,0.00001,1.494421,0.000003
0.884183,1402.425293,2.233198,0.00001,1.494389,0.000003
0.882018,1405.867065,2.233101,0.00001,1.494356,0.000003
0.879864,1409.308838,2.233004,0.00001,1.494324,0.000003
0.87772,1412.750854,2.232906,0.00001,1.494291,0.000003
0.875587,1416.192871,2.232809,0.00001,1.494259,0.000003
0.873464,1419.63501,2.232712,0.00001,1.494226,0.000003
0.871351,1423.077393,2.232614,0.00001,1.494193,0.000003
0.869248,1426.519653,2.232517,0.00001,1.494161,0.000003
0.867156,1429.962036,2.232419,0.00001,1.494128,0.000003
0.865073,1433.404541,2.232322,0.00001,1.494096,0.000003
0.863001,1436.846924,2.232224,0.00001,1.494063,0.000003
0.860938,1440.289551,2.232126,0.00001,1.49403,0.000003
0.858885,1443.732178,2.232028,0.00001,1.493998,0.000003
0.856842,1447.174805,2.231931,0.00001,1.493965,0.000003
0.854808,1450.617432,2.231833,0.00001,1.493932,0.000003
0.852785,1454.060059,2.231735,0.00001,1.493899,0.000003
0.85077,1457.502686,2.231637,0.00001,1.493867,0.000003
0.848765,1460.945313,2.231539,0.00001,1.493834,0.000003
0.84677,1464.387939,2.231441,0.00001,1.493801,0.000003
0.844784,1467.830444,2.231343,0.00001,1.493768,0.000003
0.842808,1471.272949,2.231245,0.00001,1.493735,0.000003
0.84084,1474.715454,2.231147,0.00001,1.493702,0.000003
0.838882,1478.157837,2.231048,0.000009,1.493669,0.000003
0.836933,1481.60022,2.23095,0.000009,1.493636,0.000003
0.834993,1485.04248,2.230851,0.000009,1.493603,0.000003
0.833062,1488.484619,2.230753,0.000009,1.49357,0.000003
0.83114,1491.926636,2.230654,0.000009,1.493538,0.000003
0.829227,1495.368652,2.230556,0.000009,1.493505,0.000003
0.827323,1498.810547,2.230457,0.000009,1.493471,0.000003
0.825427,1502.252197,2.230358,0.000009,1.493438,0.000003
0.823541,1505.693848,2.230259,0.000009,1.493405,0.000003
0.821663,1509.135376,2.23016,0.000009,1.493372,0.000003
0.819793,1512.57666,2.230061,0.000009,1.493339,0.000003
0.817932,1516.017822,2.229962,0.000009,1.493306,0.000003
0.81608,1519.45874,2.229863,0.000009,1.493273,0.000003
0.814236,1522.899536,2.229764,0.000009,1.493239,0.000003
0.812401,1526.340088,2.229664,0.000009,1.493206,0.000003
0.810574,1529.780518,2.229565,0.000009,1.493173,0.000003
0.808755,1533.220703,2.229465,0.000009,1.49314,0.000003
0.806945,1536.660767,2.229366,0.000009,1.493106,0.000003
0.805142,1540.100464,2.229266,0.000009,1.493073,0.000003
0.803348,1543.539917,2.229167,0.000009,1.493039,0.000003
0.801562,1546.979248,2.229067,0.000009,1.493006,0.000003
0.799784,1550.418213,2.228967,0.000009,1.492972,0.000003
0.798014,1553.857056,2.228867,0.000009,1.492939,0.000003
0.796252,1557.295532,2.228767,0.000009,1.492905,0.000003
0.794498,1560.733643,2.228667,0.000009,1.492872,0.000003
0.792752,1564.171631,2.228566,0.000009,1.492838,0.000003
0.791013,1567.609131,2.228466,0.000009,1.492805,0.000003
0.789283,1571.046509,2.228366,0.000009,1.492771,0.000003
0.78756,1574.483521,2.228265,0.000009,1.492737,0.000003
0.785845,1577.920166,2.228164,0.000009,1.492704,0.000003
0.784137,1581.356445,2.228064,0.000009,1.49267,0.000003
0.782437,1584.792358,2.227963,0.000009,1.492636,0.000003
0.780744,1588.227905,2.227862,0.000009,1.492602,0.000003
0.779059,1591.663208,2.227761,0.000009,1.492569,0.000003
0.777382,1595.098022,2.22766,0.000009,1.492535,0.000003
0.775711,1598.532471,2.227559,0.000009,1.492501,0.000003
0.774049,1601.966553,2.227458,0.000009,1.492467,0.000003
0.772393,1605.400269,2.227356,0.000008,1.492433,0.000003
0.770745,1608.833618,2.227255,0.000008,1.492399,0.000003
0.769104,1612.266357,2.227153,0.000008,1.492365,0.000003
0.76747,1615.698853,2.227052,0.000008,1.492331,0.000003
0.765843,1619.130859,2.22695,0.000008,1.492297,0.000003
0.764223,1622.562378,2.226848,0.000008,1.492263,0.000003
0.762611,1625.993408,2.226746,0.000008,1.492229,0.000003
0.761005,1629.424072,2.226644,0.000008,1.492194,0.000003
0.759406,1632.854248,2.226542,0.000008,1.49216,0.000003
0.757815,1636.283813,2.22644,0.000008,1.492126,0.000003
0.75623,1639.712891,2.226337,0.000008,1.492092,0.000003
0.754652,1643.141602,2.226235,0.000008,1.492057,0.000003
0.753081,1646.569702,2.226132,0.000008,1.492023,0.000003
0.751516,1649.997314,2.22603,0.000008,1.491989,0.000003
0.749959,1653.424438,2.225927,0.000008,1.491954,0.000003
0.748408,1656.850952,2.225824,0.000008,1.49192,0.000003
0.746863,1660.276978,2.225721,0.000008,1.491885,0.000003
0.745326,1663.702393,2.225618,0.000008,1.491851,0.000003
0.743795,1667.127197,2.225515,0.000008,1.491816,0.000003
0.74227,1670.551392,2.225412,0.000008,1.491781,0.000003
0.740752,1673.974976,2.225308,0.000008,1.491747,0.000003
0.73924,1677.398071,2.225205,0.000008,1.491712,0.000003
0.737735,1680.820557,2.225101,0.000008,1.491677,0.000003
0.736236,1684.242432,2.224998,0.000008,1.491643,0.000003
0.734744,1687.663696,2.224894,0.000008,1.491608,0.000003
